Player,Year,Season,Date,Age,Team,Location,Opponent,Win,PTS_TM,PTS_OPP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Michael Jordan,1988-1989,Regular,2/5/1989,25-354,CHI,Away,DET,L ,102,113,1,42:00:00,10,18,0.556,1,4,0.25,7,8,0.875,2,4,6,10,1,1,1,3,28,28.1
Michael Jordan,1988-1989,Regular,2/7/1989,25-356,CHI,Home,CHH,W ,118,93,1,32:00:00,11,20,0.55,1,2,0.5,9,10,0.9,2,5,7,5,2,0,3,3,32,26.2
Michael Jordan,1988-1989,Regular,2/9/1989,25-358,CHI,Away,SAS,W ,108,103,1,43:00:00,9,20,0.45,0,0,,5,8,0.625,3,3,6,9,2,1,6,2,23,16.6
Michael Jordan,1988-1989,Regular,2/14/1989,25-363,CHI,Home,ATL,L ,98,106,1,36:00:00,11,14,0.786,1,1,1,9,16,0.563,2,3,5,3,3,1,3,4,32,27.3
Michael Jordan,1988-1989,Regular,2/16/1989,25-365,CHI,Home,MIL,W ,117,116,1,40:00:00,16,26,0.615,1,2,0.5,17,18,0.944,2,6,8,5,3,0,4,4,50,41.9
Michael Jordan,1988-1989,Regular,2/19/1989,26-002,CHI,Away,MIL,W ,108,106,1,40:00:00,9,19,0.474,0,0,,5,6,0.833,0,3,3,9,2,3,7,4,23,15.6
Michael Jordan,1988-1989,Regular,2/20/1989,26-003,CHI,Home,POR,W ,102,98,1,36:00:00,13,22,0.591,0,0,,7,8,0.875,2,4,6,7,1,0,4,3,33,25.7
Michael Jordan,1988-1989,Regular,2/22/1989,26-005,CHI,Away,CHH,W ,130,102,1,37:00:00,10,14,0.714,0,1,0,4,5,0.8,0,4,4,5,1,0,6,4,24,15.9
Michael Jordan,1988-1989,Regular,2/24/1989,26-007,CHI,Home,HOU,W ,106,97,1,38:00:00,10,18,0.556,0,0,,13,15,0.867,0,4,4,8,4,0,2,2,33,31.6
Michael Jordan,1988-1989,Regular,2/25/1989,26-008,CHI,Away,ATL,L ,95,125,1,30:00:00,7,12,0.583,0,0,,4,5,0.8,1,4,5,3,3,0,4,3,18,13.8
Michael Jordan,1988-1989,Regular,2/28/1989,26-011,CHI,Home,SAS,W ,121,102,1,34:00:00,11,16,0.688,0,0,,2,2,1,4,2,6,8,2,1,4,1,24,24.5
Michael Jordan,1988-1989,Regular,3/3/1989,26-014,CHI,Home,MIL,W ,102,96,1,41:00:00,10,18,0.556,1,1,1,7,11,0.636,2,6,8,9,2,1,6,4,28,22.4
Michael Jordan,1988-1989,Regular,3/4/1989,26-015,CHI,Away,NYK,L ,104,122,1,42:00:00,10,16,0.625,0,0,,8,8,1,1,2,3,10,2,0,4,4,28,25.5
Michael Jordan,1988-1989,Regular,3/7/1989,26-018,CHI,Home,PHI,L ,88,90,1,39:00:00,15,27,0.556,0,0,,4,5,0.8,3,8,11,4,3,0,2,2,34,28.2
Michael Jordan,1988-1989,Regular,3/11/1989,26-022,CHI,Home,SEA,W ,105,88,1,40:00:00,8,13,0.615,0,0,,2,2,1,1,7,8,15,1,3,3,3,18,24.3
Michael Jordan,1988-1989,Regular,3/13/1989,26-024,CHI,Home,IND,W ,122,90,1,30:00:00,7,15,0.467,3,4,0.75,4,4,1,3,11,14,14,3,2,1,0,21,31.9
Michael Jordan,1988-1989,Regular,3/15/1989,26-026,CHI,Away,CLE,L ,91,115,1,38:00:00,12,22,0.545,0,0,,4,5,0.8,1,5,6,12,3,0,8,3,28,21.4
Michael Jordan,1988-1989,Regular,3/17/1989,26-028,CHI,Home,NYK,W ,129,124,1,41:00:00,9,16,0.563,2,2,1,13,14,0.929,1,4,5,9,4,1,4,5,33,31.9
Michael Jordan,1988-1989,Regular,3/18/1989,26-029,CHI,Away,IND,L ,103,114,1,44:00:00,11,24,0.458,0,1,0,6,7,0.857,0,6,6,10,0,1,2,1,28,22.3
Michael Jordan,1988-1989,Regular,3/21/1989,26-032,CHI,Away,LAL,W ,104,103,1,43:00:00,7,20,0.35,0,0,,7,8,0.875,1,7,8,16,1,0,5,3,21,18.2
Michael Jordan,1988-1989,Regular,3/22/1989,26-033,CHI,Away,PHO,W ,112,111,1,37:00:00,10,20,0.5,0,0,,12,12,1,0,10,10,9,1,0,3,5,32,27.3
Michael Jordan,1988-1989,Regular,3/24/1989,26-035,CHI,Away,POR,W ,128,113,1,40:00:00,10,20,0.5,1,3,0.333,13,16,0.813,3,4,7,17,6,0,7,4,34,35.4
Michael Jordan,1988-1989,Regular,3/25/1989,26-036,CHI,Away,SEA,W ,111,110,1,40:00:00,8,18,0.444,0,0,,5,5,1,1,11,12,12,3,0,6,3,21,19.8
Michael Jordan,1988-1989,Regular,3/28/1989,26-039,CHI,Home,GSW,W ,115,106,1,40:00:00,13,24,0.542,0,1,0,7,9,0.778,1,11,12,11,4,0,5,4,33,29.7
Michael Jordan,1988-1989,Regular,3/29/1989,26-040,CHI,Away,MIL,W ,106,102,1,43:00:00,9,19,0.474,0,1,0,14,16,0.875,1,9,10,10,2,1,4,4,32,29
